url,tags,num_hashtags,emojis,num_special,num_excl_quest,text_all_clean,n_char,n_words,avg_len_words
0,0,2,0,0,0,i dont know if either of them have forgotten about it probably not but it still makes me feel fucking fantastic sarcasm wifeoftheyear,111.0,23.0,4.826086956521739
1,0,3,0,0,0,define irony hypocrite usa,23.0,4.0,5.75
1,0,2,0,0,0,now thats irony lyrics irony,24.0,5.0,4.8
0,0,1,0,0,1,so are all cement guys dicks or is it just because im a girl dealing with mens work sarcasm,73.0,19.0,3.8421052631578947
1,0,1,0,0,1,so they finally found out hunfor me healthy brain is way important than being rude sarcasm,75.0,16.0,4.6875
0,0,1,0,0,0,other excited day in my life sarcasm,30.0,7.0,4.285714285714286
1,0,3,3,0,0,im so number one sarcastic sick loveit,32.0,7.0,4.571428571428571
0,0,2,0,0,0,i dont always respond to bots but when i do its because i have something smartass to say sarcasm keepittighttatum,94.0,20.0,4.7
0,0,1,0,0,3,aqpk indianoccupied according to u wht constitutes indian i thought u belived india is jst amalgamtion of diff identities irony,108.0,20.0,5.4
1,0,3,0,0,1,this reg form asked just for my emailthen i got thisfor webinar on improving productivity irony marketing fail,93.0,18.0,5.166666666666667
0,2,1,0,0,1,an elitist overprivileged free market fundamentalist who went to a school where he was told he was born to rule irony,97.0,21.0,4.619047619047619
0,3,3,0,0,0,rollins cena monologues been the same boring shit for the last 10 years howironic irony,73.0,15.0,4.866666666666666
0,2,1,0,0,1,mission accomplished man bush was right all those years ago sarcasm,57.0,11.0,5.181818181818182
0,2,1,0,0,0,this is what you call value for money spending your tax payers money efficiently irony,72.0,15.0,4.8
0,0,1,0,0,0,when one of your tweets gets more favorites than you have followers irony,61.0,13.0,4.6923076923076925
0,0,1,0,0,0,am wont eat before i brush my teethpm wont eat after i brush my teeth irony,60.0,16.0,3.75
0,3,1,0,0,1,you cant even make those very expensive steel wind turbines without coal irony,66.0,13.0,5.076923076923077
0,4,1,0,0,0,as far as i know prescribed your daily limit of sarcasm,45.0,11.0,4.090909090909091
0,0,2,0,0,0,ironic nicepayriseyouhavethere,29.0,2.0,14.5
0,1,3,0,0,0,its not her mental condition that is the problem awesome framing abc7chicago sarcasm justiceforsandy blacklivesmatter,103.0,15.0,6.866666666666666
0,1,1,0,0,0,i once asked a sapiosexual why she liked something i wrote so she replied im a sapiosexual i hadnt the foggiest irony,96.0,22.0,4.363636363636363
0,2,1,0,4,0,for some reason that dude has me blocked irony,38.0,9.0,4.222222222222222
0,1,1,0,0,0,at concert and they played taylor swift ironic,39.0,8.0,4.875
0,1,1,0,0,0,they originally wanted rems its the end of the world as we know it but rem doesnt do ads irony,75.0,20.0,3.75
1,0,4,0,0,0,instagram by unithalis this picture has a lot of irony in it the airasiaindonesia turnbackcrime right behi,90.0,17.0,5.294117647058823
0,1,2,1,0,0,getting an appartment in the middle of stockholm besides a 5star hotel but for a 14 of the price smartgirls irony,93.0,21.0,4.428571428571429
1,0,1,0,0,0,at least it happened right in front of a hospital irony,45.0,11.0,4.090909090909091
0,0,2,0,0,0,greasy sermon is when a sermon has no substance christie irony stuffsaidatchurch,69.0,12.0,5.75
0,0,1,0,0,0,hard 2 believe if vegas had a team now they could sign richards stoll and heatly probably wouldnt even have to pay moving expenses irony,112.0,25.0,4.48
0,3,1,0,0,0,you obviously missed the point sarcasm,33.0,6.0,5.5
0,6,1,0,0,0,who cares un need to give report to certify it sarcasm,44.0,11.0,4.0
0,0,2,0,0,3,so this parchin story is going to rely on 1 soil sample from iran only no cross checking sure bcs obama is a hawaiian hippie sarcasm,107.0,26.0,4.115384615384615
0,0,3,0,0,0,didnt you know that being mentallyill means that you arent reliable sarcasm antivaxxersuponmyblog,85.0,13.0,6.538461538461538
0,1,2,0,0,1,lol how dumb are you you tweet me saying stop stalking irony genius,55.0,13.0,4.230769230769231
0,0,2,0,0,0,now bjp says it is no worse that vadra irony,35.0,10.0,3.5
0,0,4,2,0,0,i love it when the power goes out while filling out a job application online ugh saidnoonever sarcasm poweroutage badtiming,104.0,20.0,5.2
0,0,1,0,0,0,and worse rico was hands down his best song on his album featured drake irony,63.0,15.0,4.2
0,0,1,0,0,0,baby has her first runny nose yay sarcasm,34.0,8.0,4.25
0,0,1,0,0,0,god what kind of sign are you trying to send me ironic,43.0,12.0,3.5833333333333335
0,0,2,0,0,0,to win masterchef would be the cherry on topoh the irony lol,49.0,12.0,4.083333333333333
0,2,1,0,0,0,please say that was sarcasm,23.0,5.0,4.6
0,1,1,0,0,1,gotta believe thats what the founding fathers intended no only hated england because of the weather sarcasm,91.0,17.0,5.352941176470588
1,0,2,0,0,0,hey hes only been dead 40 years irony dignityfail,41.0,9.0,4.555555555555555
0,0,2,0,0,0,all my irony too strong it can make ur metal fallmetaphor believe that kttm,62.0,14.0,4.428571428571429
0,0,1,0,0,0,well today is going fanfuckingtactic so far sarcasm,44.0,8.0,5.5
1,1,2,0,0,1,my god theyre such an eyesore someone tell the commissioner prettysustainableenergy sarcasm,80.0,12.0,6.666666666666667
0,0,1,0,0,0,the only thing you could really do at 18 is drive people around sign legal papers and go to clubs lol how exciting sarcasm,99.0,24.0,4.125
1,1,3,0,0,0,high level sarcasm from in this article about pirated content copyright thenextweb,71.0,12.0,5.916666666666667
0,0,2,0,0,2,scott kazmir and lou lamoirello are both trending on twitter what are they the newest members of one direction sarcasm sports,105.0,21.0,5.0
0,0,2,1,0,0,im have a super great night sarcasm perksofhavingadog,46.0,8.0,5.75
1,0,1,0,0,0,unlike the irony of the mcdonalds on the guys hospital campus,51.0,11.0,4.636363636363637
0,1,1,0,0,0,she got fired for discriminating against gay ppl and she suing bc she feels discriminated irony,80.0,16.0,5.0
0,0,1,0,0,0,always nice when people ignore admins sarcasm,39.0,7.0,5.571428571428571
1,2,1,0,0,1,furore over classrooms promoting radical sexual experimentation be afraid sarcasm,72.0,10.0,7.2
0,0,1,0,0,0,so pleased with managment support sarcasm,36.0,6.0,6.0
0,0,2,0,1,0,pixels is apparently one of the worst movies of the year so far how surprising a movie with adam sandler kevin james is awful sarcasm,109.0,25.0,4.36
0,0,1,0,0,0,when posts abt having no notes have notes irony,39.0,9.0,4.333333333333333
0,0,2,0,0,0,oh madeline yay sarcasm gh,22.0,5.0,4.4
0,1,1,0,0,0,also yeah great more tank attunement gameplay everyone loves the firestaff build sarcasm,76.0,13.0,5.846153846153846
1,0,3,0,0,0,white house labels rally against iran deal prowar rally military times irandeal ironic,74.0,13.0,5.6923076923076925
0,0,1,0,0,0,theres nothing like the constant sound of an over enthusiastic jet washer user to really p you off sarcasm,88.0,19.0,4.631578947368421
0,1,1,0,0,0,considered once one of most secure service blackberry getting shutdown quoting security reasons irony,88.0,14.0,6.285714285714286
0,1,4,0,0,0,wtactualf tory says potus should stay out of domestic uk politics reports it as rare intervention ironic,88.0,17.0,5.176470588235294
0,0,2,0,0,0,mehrtarar sarcasm during nsa meets sartaj aziz to raise the issue of salman khan crossing borderbeating pak cops bollywoodpoisoningpak,116.0,19.0,6.105263157894737
1,0,1,0,0,0,it looks to be one of those days where it is free flowing sarcasm,52.0,14.0,3.7142857142857144
0,0,3,0,0,0,the irony of msm blaming msm constant pimping of race relations for ratings for causing sum1 to commit a crime that gets them ratings,110.0,24.0,4.583333333333333
0,0,1,0,0,1,and it rains and were going camping tomorrow irony,42.0,9.0,4.666666666666667
1,0,4,0,0,0,florida criminal defense attorneys sports car stolen after leaving keys in vehicle legal irony lawyer,87.0,15.0,5.8
0,2,1,0,0,0,newspapers are getting hammered due to pension issues and their ed boards are against pension reform irony,90.0,17.0,5.294117647058823
0,1,1,0,0,0,mmhm its normal im sure sarcasm,26.0,6.0,4.333333333333333
0,0,4,0,0,0,glad to see that production isnt bending the rules at all for bbaudrey sarcasm bb17 smh,72.0,16.0,4.5
0,0,2,0,0,0,i love it when people stop right in front of the revolving door sarcasm forrealthough,71.0,15.0,4.733333333333333
0,1,2,3,0,0,its actually embarassing how stamp service guaranteed on their bill amateurs irony,71.0,12.0,5.916666666666667
0,1,2,0,2,1,this guy is accusing someone else of telling lies irony,46.0,10.0,4.6
0,0,1,0,0,1,so many good things are happening to me right now that i just feel like crying ironic,69.0,17.0,4.0588235294117645
0,3,2,0,0,1,i know the answer more guns more guns more guns this is merica sarcasm alert sarcasm guncontrolnow,82.0,17.0,4.823529411764706
0,2,1,0,0,0,my arent you a lovely person sarcasm,30.0,7.0,4.285714285714286
0,1,1,0,0,1,im never mean lol hence the irony hashtag haha,38.0,9.0,4.222222222222222
0,1,2,0,0,0,however i my neck of the woods dems r also supporting trump irony scarey,59.0,14.0,4.214285714285714
0,1,1,0,0,0,and he is indias longest serving pm straight 10 yrs irony,47.0,11.0,4.2727272727272725
0,0,1,7,0,0,cant wait to go on a field trip tomorrow sarcasm,39.0,10.0,3.9
0,0,2,0,0,0,nice start by the indians sarcasm,28.0,6.0,4.666666666666667
0,0,1,0,0,0,schools are closed for today as kalam sir expired yesterday and he once said mark no national holiday on my death irony,98.0,22.0,4.454545454545454
1,0,1,0,0,0,lol ironic the city bka the home of champions,37.0,9.0,4.111111111111111
0,0,1,2,0,0,when other people cant say your name and when told the nick name they go so your hash as in hash brown ironic,87.0,23.0,3.782608695652174
0,1,1,0,0,0,my artist comparison on songkick is my dad irony,40.0,9.0,4.444444444444445
0,0,2,0,0,0,judy sounds really excited dragonsden sarcasm,40.0,6.0,6.666666666666667
0,1,1,0,0,0,that tweet sucked so bad sarcasm,27.0,6.0,4.5
0,1,1,0,0,0,wonder how many ppl complain due to the graphic nature of this picture irony,63.0,14.0,4.5
0,1,1,0,0,0,and who would have guessed that she was gonna pick the ryan gosling lookalike sarcasm every woman in america h8s her,96.0,21.0,4.571428571428571
0,0,1,0,0,0,word of the day hippopotomonstrosesquippedaliophobia which is the fear of long words irony,78.0,13.0,6.0
0,0,1,0,0,0,kasten drags me around stores and then tells me im no help ironic,53.0,13.0,4.076923076923077
1,0,3,0,0,0,when government treats people differently freedoms begin to erode obama irony hypocrisy,76.0,12.0,6.333333333333333
1,1,3,0,0,0,define irony hypocrite usa,23.0,4.0,5.75
0,0,1,0,0,0,by war votto is only the sixth best player i cant believe he sucks so bad sarcasm,65.0,17.0,3.823529411764706
1,1,1,0,0,0,using old howdo studio pics to illustrate an onit piece about millennials worklife balance irony,82.0,15.0,5.466666666666667
1,0,1,0,0,0,rivals trying to buy title irony,27.0,6.0,4.5
0,0,1,0,0,0,watching the news and its not really news ironic,40.0,9.0,4.444444444444445
0,0,4,0,0,0,wow i super dislike social media huh irony itsingrained weareallinit,59.0,10.0,5.9
0,0,1,0,1,0,i love getting mail saying that my medical personal information has been compromised sarcasm,79.0,14.0,5.642857142857143
0,1,1,0,0,1,cant wait for 2017 when well get the 2018 announcement date for no mans sky sarcasm,68.0,16.0,4.25
1,0,1,0,0,0,hahaha pot kettle and black are words that come to mind irony,50.0,12.0,4.166666666666667
0,0,1,0,0,0,i just wanna thank whoever posted that pic of oberyn vs the mountain sarcasm,63.0,14.0,4.5
1,0,3,1,0,0,have faith breathes this too shall pass ironic chapoguzman nitenite,58.0,10.0,5.8
0,0,1,0,0,0,its crazy we was riding in the all white ford bronco and all the white girls loved the car ironic lol,81.0,21.0,3.857142857142857
0,2,2,0,0,1,you want me to click your unlabeled link irony dontclickshit,51.0,10.0,5.1
0,1,1,0,0,0,was gonna be a produtive muffin but ended up acting like a donut and almost breaking my handwhile working as a baker irony,100.0,23.0,4.3478260869565215
1,0,1,0,0,0,mcgreevey running a jail reentry program despite fact hes the one who should have served time ironic,84.0,17.0,4.9411764705882355
1,0,6,2,0,0,feds watch even more ima rapstar see da irony smh new batenatehussein westlondon,68.0,13.0,5.230769230769231
0,1,1,0,0,1,i whip my hair back and forth irony,28.0,8.0,3.5
1,0,1,0,0,0,benteke pictured with fan at hotel the day he signed for liverpool that tshirt though irony,76.0,16.0,4.75
0,0,1,0,0,0,i love getting woke up at 630 when i dont have to be at work for another 15 hours sarcasm,70.0,20.0,3.5
1,0,5,3,0,2,wow look at all that surgery done arianagrande sarcastic omg l4l f4f,57.0,12.0,4.75
0,1,1,0,0,0,theyre going to need a contractor to fix that ironic,43.0,10.0,4.3
0,1,4,0,0,1,wow eloquencefucking dumb fuck and you meant now and its loser1 o buddy spellcheck grammar irony dumbass,88.0,17.0,5.176470588235294
1,0,5,0,0,0,isaacs ironic drawing kidartist kidswhodraw illustration irony arttv,61.0,8.0,7.625
0,2,2,0,0,1,might use the hundreds of takeaway boxes ive munched my way through over the years irony 90dayssssplan,86.0,17.0,5.0588235294117645
0,0,1,0,0,0,amazing how many bostonians are antiolympics bc they fear cost overruns yet they perennially vote for democrats to run the state irony,113.0,22.0,5.136363636363637
0,0,2,0,0,0,i was thinking this team needed more pitching reds sarcasm,49.0,10.0,4.9
0,0,5,0,0,0,i am iron man tony stark iron man ironmanquotes irony iron man theironyisthatthesuitisntevenmadeofiron,90.0,13.0,6.923076923076923
0,0,1,0,0,0,just home from workwide awakeyay sarcasm,35.0,6.0,5.833333333333333
0,0,1,0,0,1,we usually speak good about a person when he is dead and criticize when he is alive irony,72.0,18.0,4.0
1,0,2,0,0,0,mourinho chelseas rivals are trying to buy the premiere league epl irony,61.0,12.0,5.083333333333333
0,0,1,0,0,0,life making it more empty and hollow even though its offering so much ironic,63.0,14.0,4.5
0,0,1,0,0,0,good will always fire before evil and their bullets fly truer its a scientific fact sarcasm,76.0,16.0,4.75
0,2,1,0,2,0,the fantastic isnt at all ruined by large logo new exclusive tag barely any room for the subtitles sarcasm,88.0,19.0,4.631578947368421
0,0,1,0,0,0,theres clearly something wrong with cueto those scouts definitely werent bsing to lower his stock sarcasm,90.0,16.0,5.625
0,1,1,0,0,0,because its the cool thing to do sarcasm,33.0,8.0,4.125
0,1,1,0,0,0,thats weird i would have thought that kanye would have been a great closing act for the pan am games sarcasm,88.0,21.0,4.190476190476191
0,0,2,0,0,0,the idea of political correctness itself is politically incorrect irony mondayam,70.0,11.0,6.363636363636363
0,1,1,0,0,0,hey thanks for showing us the replay sarcasm,37.0,8.0,4.625
0,0,2,0,0,0,trending hashtags like gurdaspurawakeskhalistan justify baloch separatists irony,73.0,8.0,9.125
0,1,1,0,0,0,15 minutes now good job i didnt actually want to upload today sarcasm,57.0,13.0,4.384615384615385
1,0,3,0,0,0,theyre not terrorists theyre just expressing their racist 1st amt rights with 2nd amt sarcasm,79.0,15.0,5.266666666666667
0,3,2,0,0,0,points out that will be addressing in its chinese funded chinese built hq irony obamainethiopia,81.0,15.0,5.4
1,0,2,0,0,0,yeah if only there was a way to prevent crimes in gunfree zones from happening sarcasm layingitonprettythick,92.0,17.0,5.411764705882353
0,1,1,0,0,0,wow i would totally vote for you sarcasm,33.0,8.0,4.125
1,0,1,0,0,1,two little yellow books on creativity that contradict each other perfectly irony,69.0,12.0,5.75
1,0,3,0,0,1,rip you will be remembered everytime we dream talk on livable planet earth irony rip apj,73.0,16.0,4.5625
0,3,1,0,0,0,6 hour van rides are so fun sarcasm,28.0,8.0,3.5
0,1,2,0,0,2,common sense has no place on here what the fuck is wrong with you sarcasm hatersgonnahate,74.0,16.0,4.625
0,1,1,0,0,0,yes miranda v arizona plus mimes cant unambiguously invoke that right since they wont speak irony,82.0,16.0,5.125
0,0,1,0,0,1,terrelle pryor and braxton miller both wide receivers now ironic,55.0,10.0,5.5
0,0,1,0,0,0,im excellent with the hard shitsometimes the most simple shit is what gets past me irony,73.0,16.0,4.5625
0,0,1,0,0,1,being forced to shop all day in utah with my mom what could be better honestly this is so fun sarcasm,81.0,21.0,3.857142857142857
0,1,1,0,0,1,didnt steve biscotti literally have a player get away with murder ironic,61.0,12.0,5.083333333333333
1,0,3,0,0,1,do you see the problem here supportisrael israel irony,46.0,9.0,5.111111111111111
0,0,1,3,0,0,really good weather to go to the shard today also brilliant when hungover and dying sarcasm,76.0,16.0,4.75
0,0,1,1,0,0,this monday started off great and is continuing to get better sarcasm,58.0,12.0,4.833333333333333
0,0,2,0,0,1,great the royals have a aaa pitcher throwing today jokes sarcasm,54.0,11.0,4.909090909090909
0,0,1,0,0,0,so an ebony woman named ivory at the chocolate room brought me a vanilla sundae on saturday night irony,85.0,19.0,4.473684210526316
0,1,1,0,1,3,haha so how many more games will let wright start cuz man is he good sarcasm might as well bring the l screen out throw bp,97.0,26.0,3.730769230769231
0,0,4,0,0,0,an album called dirtysprite2 is 1 in the nation while national news is condemning billcosby for spiking drinks irony,98.0,19.0,5.157894736842105
0,0,3,0,0,0,what this grand prix needs is a little more action f1 hungariangp sarcasm,61.0,13.0,4.6923076923076925
1,0,2,0,0,1,this is laughable from the biggest chelski rent boy of them all jerk irony,61.0,14.0,4.357142857142857
0,0,1,0,0,0,running on fumes cant even do the math on how many hours ive been on the gonot that i can on a normal day irony,87.0,25.0,3.48
0,1,1,0,0,0,wow what a leader tc is the best sarcasm,32.0,9.0,3.5555555555555554
0,1,2,0,0,0,thanks for your previous stats 9 in nl scoring coupled with a better staff could be a playoff team fire price sarcasm,96.0,22.0,4.363636363636363
0,1,1,0,0,2,an australian enquiry same australia that criminalises those making allegations of sexual abuse in containment camps irony,106.0,17.0,6.235294117647059
0,0,2,0,0,0,samdubose ironic that video was initially used to monitor criminal activity now they need video to monitor police criminal activity irony,117.0,21.0,5.571428571428571
1,0,2,0,0,0,just in time for training campgreat sarcasm cowboysnation,50.0,8.0,6.25
0,3,3,0,0,0,small asian kids work hard and are cheap i hear helped nike notserious sarcasm donthulkhoganme,80.0,15.0,5.333333333333333
1,0,2,1,0,0,the verge apple shock sarcasm windows10,34.0,6.0,5.666666666666667
0,0,2,0,0,0,if i had a dollar for every second i think of you id start thinking about you sarcasm sassy,73.0,19.0,3.8421052631578947
0,0,6,0,0,0,walterpalmer you are scum i hope you lose all your money and live on the street with cats irony cecilthelion youliar asshole douche,109.0,23.0,4.739130434782608
0,0,2,0,1,0,emergency contingency planning colleague during meeting today said that earthquakes were the least of his worries ironic coincidence,115.0,18.0,6.388888888888889
1,1,3,0,0,0,sister cristina like a virgin ironic iconic lightenupworld via,54.0,9.0,6.0
0,0,1,0,1,0,total for breakfast this morning was 1666 the car in front of me is blaring awful opera music great start to my day id say sarcasm,105.0,26.0,4.038461538461538
0,3,1,1,0,1,out of the domestic race i cant do the ironing ironic,43.0,11.0,3.909090909090909
0,2,1,0,0,0,wow you two look really scary sarcasm,31.0,7.0,4.428571428571429
1,0,4,0,0,3,gas tank cover gone just stuff plastic bags into it genius stupid fail wow sarcasm,68.0,15.0,4.533333333333333
0,1,2,0,0,0,bravo you just changed the world sharing the dentist address fail sarcasm,62.0,12.0,5.166666666666667
0,1,2,0,0,0,ah sydney the perfect city in so many ways sarcasm ffs,44.0,11.0,4.0
0,0,3,0,0,1,cleancode teaches us to make code more readable yet uses tlas three letter acronyms itself all over the place wtf irony devthoughts,110.0,22.0,5.0
0,2,1,0,0,0,nicely saidon twitter ironyregards,31.0,4.0,7.75
1,0,1,0,0,0,chicago lego store notice that doctor doom is on trump towers ironic,57.0,12.0,4.75
0,1,1,0,0,0,lol as i code meta for a fortune 5 manufacturer website and do rep mgmt for presidential campaign irony,85.0,19.0,4.473684210526316
1,1,3,0,1,1,breaking says sharia quran are barbaric sarcasm,41.0,7.0,5.857142857142857
0,1,1,0,0,0,pm begging asian millionaires to come to uk to create northern phouse while telling penniless arabs at calais to get lost irony,106.0,22.0,4.818181818181818
0,0,2,0,0,0,btw dodger fans be sure to blame mattingly for that last play sarcasm gododgers,66.0,14.0,4.714285714285714
0,2,1,0,0,1,wait this is a whole article dedicated to espn having no shame for using americas team for attention irony,88.0,19.0,4.631578947368421
1,1,2,0,0,1,could sarcasm lead to a more creative workplace interesting research here via,66.0,12.0,5.5
0,0,2,0,0,0,fact if you saw a viral video before ur friend u r better then them sarcasm modernworldfacts,76.0,17.0,4.470588235294118
0,2,1,0,0,0,actually the words from you both on this thread is really bad he is human being we all have flaws irony,83.0,21.0,3.9523809523809526
0,1,1,0,0,0,a philosophy degree found a misuse of grammar ironic,44.0,9.0,4.888888888888889
0,1,1,0,0,1,i almost fainted when i read they got him cash what a steal sarcasm,54.0,14.0,3.857142857142857
0,0,3,1,0,0,it will rain in these round circles i just love weather reporters irony stupid,65.0,14.0,4.642857142857143
0,0,7,0,0,1,does anybody know if thebachelorau is gonna be on tv anytime soon sarcasm inundated onemillionads seriously samthis samthat,106.0,18.0,5.888888888888889
0,0,2,0,0,0,educated human beings can help others refugees want their kids to be able help others irony gobacksbs,85.0,17.0,5.0
0,0,4,0,0,1,why not share your photoshop license with clients just as important as premium plugin pluginlicenses business saas sarcasm,105.0,18.0,5.833333333333333
0,0,1,0,0,0,when youre never good enough for people who aint good for shit irony,56.0,13.0,4.3076923076923075
0,1,1,0,0,0,and then fans would complain that hes not getting paid that much to be blindfolded sarcasm,75.0,16.0,4.6875
1,0,1,0,1,0,quiet hands boys quiet hands while youre at it get your foot down early swing down sarcasm,74.0,17.0,4.352941176470588
0,0,1,0,0,0,i love the smell of patchouli in the morning sarcasm,43.0,10.0,4.3
0,0,1,0,0,0,got up early to drive home so i could get to work on time my tire blew out on the way there now have to call out of work irony,97.0,30.0,3.2333333333333334
1,0,4,0,0,2,one day left please vote for my lion art on it seems ironic in light of the recent tragedy rip cecilthelion,87.0,21.0,4.142857142857143
0,1,1,0,0,1,is the energy boss really called con irony,35.0,8.0,4.375
0,0,1,0,0,0,lol dat awkward moment when you accidentally squirt your stressrelief soap in ya eyes and start crying ironic,92.0,18.0,5.111111111111111
0,0,1,0,0,0,at camerons last swimming lesson and its a pool party 30 screaming kids and giant floats splashing everywhere such fun sarcasm,106.0,21.0,5.0476190476190474
0,0,1,0,0,0,some absolutely ratchet girl is wearing a hoody that says ratchet ironic,61.0,12.0,5.083333333333333
0,1,1,0,0,0,totally love that your smoothie shop got rid of styrofoam simultaneously disappointed theres nowhere to recycle irony,101.0,17.0,5.9411764705882355
0,4,1,0,0,0,oh you cricket lot are such a laugh sarcasm,35.0,9.0,3.888888888888889
0,1,4,0,0,0,either you are far away from saskatchewan or you are being sarcastic rainfallwarning happyfarmers,84.0,14.0,6.0
1,0,1,0,0,0,southern baptist sets out to prove god is real ends up proving darwins theory of evolution is realerer irony,90.0,19.0,4.7368421052631575
0,0,2,0,0,0,get away from me sleep must keep studying dying ironic,45.0,10.0,4.5
